player_name,player_id,game_date,game_id,team_name,team_side,opponent_team,position,batting_order,is_substitute,is_starter,at_bats,avg,batters_faced,batting_order_raw,doubles,earned_runs,era,games_started,hits,hits_allowed,home_runs,home_runs_allowed,innings_pitched,losses,plate_appearances,rbi,runs,saves,strikeouts,total_bases,triples,walks,wins
Amed Rosario,642708,2026-07-26,823433,New York Yankees,away,Philadelphia Phillies,batting,,0,,4,,,,0,,,,1,,0,,,,4,0,1,,2,1,0,0,
Ryan McMahon,641857,2026-07-26,823433,New York Yankees,away,Philadelphia Phillies,batting,,0,,1,,,,0,,,,0,,0,,,,1,0,0,,1,0,0,0,
Paul Goldschmidt,502671,2026-07-26,823433,New York Yankees,away,Philadelphia Phillies,batting,,0,,4,,,,0,,,,1,,0,,,,5,0,0,,2,1,0,1,
Jasson Domínguez,691176,2026-07-26,823433,New York Yankees,away,Philadelphia Phillies,batting,,0,,5,,,,0,,,,0,,0,,,,5,1,0,,1,0,0,0,
Austin Wells,669224,2026-07-26,823433,New York Yankees,away,Philadelphia Phillies,batting,,0,,1,,,,0,,,,0,,0,,,,1,0,0,,1,0,0,0,
Ben Rice,700250,2026-07-26,823433,New York Yankees,away,Philadelphia Phillies,batting,,0,,5,,,,1,,,,2,,1,,,,5,1,2,,1,6,0,0,
Anthony Volpe,683011,2026-07-26,823433,New York Yankees,away,Philadelphia Phillies,batting,,0,,3,,,,2,,,,2,,0,,,,4,1,0,,1,4,0,1,
Trent Grisham,663757,2026-07-26,823433,New York Yankees,away,Philadelphia Phillies,batting,,0,,4,,,,0,,,,0,,0,,,,4,0,0,,1,0,0,0,
Ryan Yarbrough,642232,2026-07-26,823433,New York Yankees,away,Philadelphia Phillies,pitching,,,0,,,16,,,5,,0,,6,,0,3.0,0,,,,0,2,,,2,0
Tim Hill,657612,2026-07-26,823433,New York Yankees,away,Philadelphia Phillies,pitching,,,0,,,5,,,0,,0,,1,,0,1.0,0,,,,0,0,,,1,0
Will Warren,701542,2026-07-26,823433,New York Yankees,away,Philadelphia Phillies,pitching,,,1,,,17,,,6,,1,,6,,1,3.0,1,,,,0,5,,,2,0
Camilo Doval,666808,2026-07-26,823433,New York Yankees,away,Philadelphia Phillies,pitching,,,0,,,3,,,0,,0,,0,,0,1.0,0,,,,0,3,,,0,0
Gabriel Rincones Jr.,687282,2026-07-26,823433,Philadelphia Phillies,home,New York Yankees,batting,,0,,2,,,,0,,,,1,,0,,,,2,0,0,,1,1,0,0,
Brandon Marsh,669016,2026-07-26,823433,Philadelphia Phillies,home,New York Yankees,batting,,0,,3,,,,0,,,,1,,0,,,,5,0,1,,1,1,0,2,
Bryan De La Cruz,650559,2026-07-26,823433,Philadelphia Phillies,home,New York Yankees,batting,,0,,2,,,,0,,,,2,,0,,,,2,0,1,,0,2,0,0,
Justin Crawford,702222,2026-07-26,823433,Philadelphia Phillies,home,New York Yankees,batting,,0,,3,,,,0,,,,1,,0,,,,4,0,1,,0,1,0,0,
Bryce Harper,547180,2026-07-26,823433,Philadelphia Phillies,home,New York Yankees,batting,,0,,4,,,,1,,,,1,,0,,,,5,0,1,,2,2,0,1,
J.T. Realmuto,592663,2026-07-26,823433,Philadelphia Phillies,home,New York Yankees,batting,,0,,4,,,,0,,,,0,,0,,,,4,0,0,,2,0,0,0,
Alec Bohm,664761,2026-07-26,823433,Philadelphia Phillies,home,New York Yankees,batting,,0,,4,,,,1,,,,1,,0,,,,5,4,2,,2,2,0,0,
Bryson Stott,681082,2026-07-26,823433,Philadelphia Phillies,home,New York Yankees,batting,,0,,4,,,,1,,,,3,,1,,,,4,5,1,,1,7,0,0,
Kyle Schwarber,656941,2026-07-26,823433,Philadelphia Phillies,home,New York Yankees,batting,,0,,2,,,,0,,,,1,,0,,,,5,1,2,,0,1,0,2,
Trea Turner,607208,2026-07-26,823433,Philadelphia Phillies,home,New York Yankees,batting,,0,,5,,,,0,,,,2,,0,,,,5,1,2,,1,4,1,0,
Cristopher Sánchez,650911,2026-07-26,823433,Philadelphia Phillies,home,New York Yankees,pitching,,,1,,,28,,,3,,1,,6,,0,6.0,0,,,,0,6,,,3,1
Chase Shugart,663767,2026-07-26,823433,Philadelphia Phillies,home,New York Yankees,pitching,,,0,,,8,,,0,,0,,1,,0,2.0,0,,,,0,5,,,1,0
Tim Mayza,641835,2026-07-26,823433,Philadelphia Phillies,home,New York Yankees,pitching,,,0,,,4,,,1,,0,,1,,1,1.0,0,,,,0,2,,,0,0
