Player,Player,Salary,DFF Proj,FPros Proj,NF Proj,SportsLine,DraftEdge Proj,RotoWire Proj,FantasyLabs Proj,FBGuys Proj,B5 Proj,Avg Proj,Weighted,Roster %,Position,Exclude?,,,,,,Weights,
Greg Dulcich,Greg Dulcich,4900,5.2,6.5600000000000005,6.6,7.16,7.8,5.75,5.28,4.633,6.0306,6.112622222222223,5.965261333333332,0,TE,,,,,,,,
Falcons,Falcons,3700,5.1,5.1,5.1,7.11,5.4,5.02,4.3,6.549999999999999,5.792,5.496888888888888,5.498993333333333,0,DST,,,,,,,,
Bengals,Bengals,3600,5.1,5.1,5.1,7.77,6,5.53,5.22,6.87,5.988,5.853111111111111,5.813606666666667,0,DST,,,,,,,,
Chig Okonkwo,Chig Okonkwo,5000,5.1,5.200000000000001,5.1,5.1,7.3,6.11,5.21,6.006000000000001,5.3012,5.603022222222223,5.5449893333333335,0,TE,,,,,,,,
Colts,Colts,3200,5,5,5,6.18,5.5,5.06,5.48,5.54,5.343999999999999,5.344888888888889,5.314853333333334,0,DST,,,,,,,,
Samaje Perine,Samaje Perine,4800,5,4.74,6,5.25,5.8,4.82,4.93,4.1770000000000005,5.0334,5.083377777777779,4.990158666666668,0.06,RB,,,,,,,,
Chris Brooks,Chris Brooks,4500,5,5.619999999999999,5.5,5,6.5,3.81,4.73,3.75,4.973999999999999,4.98711111111111,4.930186666666666,0.02,RB,,,,,,,,
Keaton Mitchell,Keaton Mitchell,4400,5,4.45,1.9,5,5.5,6.1,4.47,5.67,4.404000000000001,4.721555555555557,4.738653333333334,0,RB,,,,,,,,
Browns,Browns,3500,4.9,4.9,4.9,6.05,6,4.44,5.72,6.17,5.384,5.38488888888889,5.377353333333334,0,DST,,,,,,,,
Panthers,Panthers,3300,4.9,4.9,4.9,4.75,4.6,5.4,4.42,6.369999999999999,5.164,5.044888888888889,5.111953333333333,0,DST,,,,,,,,
Mike Gesicki,Mike Gesicki,4900,4.9,5.17,5.5,5.85,6.9,5.27,5.3,3.8689999999999998,5.0578,5.312977777777778,5.164430666666667,4.15,TE,,,,,,,,
Justice Hill,Justice Hill,4400,4.9,5.1,5.3,6.01,5.8,4.37,4.43,5.412000000000001,5.3444,5.185155555555556,5.162305333333334,0.4,RB,,,,,,,,
Gunnar Helm,Gunnar Helm,4800,4.8,5.3100000000000005,5.4,5.28,7.1,6.11,5.29,4.102,4.9784,5.374488888888888,5.229525333333334,0.61,TE,,,,,,,,
Ted Hurst III,Ted Hurst,4500,4.7,4.35,2,4.96,5.3,4.29,4.87,4.641,4.1302,4.360133333333334,4.370976,0,WR,,,,,,,,
Commanders,Commanders,3100,4.6,4.6,4.6,4.77,4.8,4.23,4.52,5.54,4.822,4.7202222222222225,4.758193333333333,0,DST,,,,,,,,
Darren Waller,Darren Waller,4400,4.6,6.19,4.6,6.91,4.7,6.94,3.89,4.433000000000001,5.3466,5.289955555555555,5.230041333333334,0,TE,,,,,,,,
Isaac TeSlaa,Isaac TeSlaa,4800,4.6,4.130000000000001,3.9,4.86,4.4,4.27,4.06,4.465,4.391,4.341777777777778,4.338346666666666,0.27,WR,,,,,,,,
Dylan Sampson,Dylan Sampson,5100,4.5,5.08,5.4,6.2,4.7,4.97,4.34,4.888999999999999,5.2138,5.032533333333332,4.994144,1.96,RB,,,,,,,,
Cardinals,Cardinals,3000,4.4,4.4,4.4,6.23,3.7,2.96,4.3,4.3100000000000005,4.748,4.383111111111111,4.389006666666667,0,DST,,,,,,,,
Xavier Hutchinson,Xavier Hutchinson,4800,4.3,4.0600000000000005,4.9,5.34,5.1,3.25,4.31,3.4810000000000003,4.416200000000001,4.3508000000000004,4.264856,0.23,WR,,,,,,,,
Ja'Kobi Lane,JaKobi Lane,4900,4.3,5.16,4.3,8.33,5.5,4.26,4.21,5.115000000000001,5.441000000000001,5.179555555555556,5.1009133333333345,0,WR,,,,,,,,
Braelon Allen,Braelon Allen,4800,4.2,4.37,5,6.35,4.2,4.18,4.77,5.291,5.0422,4.822577777777778,4.801702666666666,0.27,RB,,,,,,,,
Jack Bech,Jack Bech,4800,4,4.75,4.1,3.79,5.4,4.61,4.27,4.615,4.251,4.420666666666666,4.41858,0.07,WR,,,,,,,,
Chris Bell,Chris Bell,4400,4,4.300000000000001,1,3.45,6.5,3.25,4.78,3.9690000000000007,3.3438000000000003,3.843644444444445,3.8509106666666666,0,WR,,,,,,,,
Saints,Saints,3100,3.9,3.9,3.9,5.19,4.2,3.3,3.94,4.849999999999999,4.348,4.169777777777778,4.1792066666666665,0,DST,,,,,,,,
David Njoku,David Njoku,4800,3.9,4.92,4.5,7.11,3.9,3.13,3.23,2.9190000000000005,4.6698,4.2532,4.178524,0,TE,,,,,,,,
Kendrick Bourne,Kendrick Bourne,4700,3.9,3.68,5,3.95,4.3,3.55,3.58,3.143,3.9346000000000005,3.8930666666666673,3.827148,0,WR,,,,,,,,
Charlie Kolar,Charlie Kolar,4100,3.9,4.0600000000000005,5.1,4.91,4.8,3.15,4.23,3.232,4.240399999999999,4.180266666666666,4.096052,0,TE,,,,,,,,
Oronde Gadsden II,Oronde Gadsden,5300,3.9,3.7800000000000002,2.5,6.05,4.8,3.93,3.92,4.339,4.1138,4.148088888888889,4.095377333333333,0,TE,,,,,,,,
Mason Taylor,Mason Taylor,4800,3.9,4.930000000000001,3.2,6.94,5.1,4.89,4.07,4.268,4.647600000000001,4.660622222222222,4.583021333333334,2.21,TE,,,,,,,,
Omar Cooper Jr.,Omar Cooper,5100,3.9,4.5600000000000005,2.4,3.9,4.2,3.64,3.12,3.9,3.732,3.705777777777778,3.7594266666666676,0,WR,,,,,,,,
Xavier Legette,Xavier Legette,4800,3.8,4.23,4.2,4.55,5.2,2.53,4.26,3.1510000000000002,3.9862,3.9896888888888893,3.933689333333333,4.6,WR,,,,,,,,
Kimani Vidal,Kimani Vidal,5100,3.8,3.1900000000000004,6.7,5.32,4.5,1.27,3.48,3.615,4.525,4.044444444444444,3.957866666666667,0,RB,,,,,,,,
Tank Bigsby,Tank Bigsby,4600,3.8,4.73,4.1,6.78,3.9,5.04,3.34,5.104,4.9028,4.632977777777778,4.609930666666667,0,RB,,,,,,,,
Darnell Washington,Darnell Washington,4900,3.8,3.4600000000000004,3.8,3.87,5.3,3.54,4.13,3.3209999999999997,3.6501999999999994,3.8745777777777772,3.7909426666666666,0.05,TE,,,,,,,,
Andrei Iosivas,Andrei Iosivas,4900,3.8,4.4,4.4,4.99,4.5,4.76,3.83,3.187,4.1554,4.224711111111111,4.133518666666666,0.78,WR,,,,,,,,
Keon Coleman,Keon Coleman,4900,3.7,3.18,2.4,2.52,5.3,3.7,3.96,3.420000000000001,3.0440000000000005,3.4693333333333336,3.4337200000000005,3.26,WR,,,,,,,,
Kenyon Sadiq,Kenyon Sadiq,4700,3.7,4.8,3.6,7.62,3.8,3.51,3.29,3.833,4.7105999999999995,4.318177777777778,4.2683946666666674,0,TE,,,,,,,,
Jaylin Noel,Jaylin Noel,5000,3.6,4.91,3.7,5.4,5.1,3.91,4.1,3.884,4.2988,4.322533333333333,4.278144,0.44,WR,,,,,,,,
Jahan Dotson,Jahan Dotson,5400,3.5,3.5100000000000002,3.2,2.57,3.6,3.53,2.88,2.886,3.1332,3.2010222222222224,3.2044493333333333,0,WR,,,,,,,,
Brian Robinson Jr.,Brian Robinson,5200,3.5,4.590000000000001,4.3,3.5,3.9,4.22,3.74,3.5,3.878,3.903111111111111,3.903306666666667,0,RB,,,,,,,,
Cole Kmet,Cole Kmet,4500,3.4,3.02,3.5,2.91,3.7,3.45,3.45,3.27,3.22,3.324444444444444,3.3025666666666673,1.57,TE,,,,,,,,
Jaylen Wright,Jaylen Wright,4900,3.4,2.9400000000000004,4,3.16,2.8,2.28,2.4,1.813,3.0626,2.8728444444444445,2.834154666666667,0,RB,,,,,,,,
Germie Bernard,Germie Bernard,4700,3.2,4.640000000000001,4.4,5.2,3.8,3.83,3.16,3.103,4.108600000000001,3.937955555555556,3.8839013333333336,0,WR,,,,,,,,
Jacob Saylors,Jacob Saylors,4000,3.2,3.1300000000000003,4.1,3.2,3.7,2.94,3.07,2.7490000000000006,3.2757999999999994,3.2627555555555556,3.214637333333333,0,RB,,,,,,,,
Kalif Raymond,Kalif Raymond,4800,3.1,2.79,2.6,3.46,4.3,3.02,3.14,2.8550000000000004,2.961,3.136222222222222,3.0718133333333335,0,WR,,,,,,,,
Tez Johnson,Tez Johnson,5100,3.1,4.200000000000001,3.3,4.66,3.5,4.53,3.08,4.855,4.023000000000001,3.916444444444445,3.9435066666666674,0.03,WR,,,,,,,,
Dawson Knox,Dawson Knox,4700,2.9,3.14,3,4.01,4,3.61,3.17,2.201,3.0502,3.231244444444444,3.1231426666666673,0.41,TE,,,,,,,,
Noah Fant,Noah Fant,4600,2.8,3.0800000000000005,3.9,4.21,4.3,2.61,3.5,2.942,3.3864000000000005,3.4142666666666672,3.324532,0,TE,,,,,,,,
Kendre Miller,Kendre Miller,4200,2.8,2.73,5.1,3.29,5,3.49,4.99,3.511,3.4861999999999993,3.821911111111111,3.6936226666666667,0.14,RB,,,,,,,,
Jalen Tolbert,Jalen Tolbert,5200,2.7,3.5700000000000003,5,4.46,3.8,2.62,3.04,2.49,3.6439999999999997,3.4804444444444442,3.383186666666667,0,WR,,,,,,,,
Roman Wilson,Roman Wilson,4700,2.7,2.3800000000000003,1.9,4.13,3.8,1.56,3.03,2.0460000000000003,2.6311999999999998,2.6863555555555556,2.6080893333333335,0.62,WR,,,,,,,,
Bryce Lance,Bryce Lance,4000,2.7,2.91,3.2,2.7,3.6,2.21,2.94,2.18,2.7380000000000004,2.797555555555556,2.7555733333333334,0,WR,,,,,,,,
Isaiah Davis,Isaiah Davis,4300,2.6,2.7800000000000002,1.8,2.3,2.6,4.66,1.81,1.4869999999999999,2.1934,2.4700444444444445,2.405458666666667,0,RB,,,,,,,,
Kaleb Johnson,Kaleb Johnson,4300,2.6,1.87,1.2,2.6,3.5,2.8,2.63,3.3209999999999997,2.3182,2.537688888888889,2.525549333333333,0.65,RB,,,,,,,,
Barion Brown,Barion Brown,4300,2.6,2.8300000000000005,0.3,5.45,2,2.95,1.58,2.67,2.77,2.5722222222222224,2.563633333333333,0,WR,,,,,,,,
Travis Hunter,Travis Hunter,5300,2.6,3.3100000000000005,2.9,2.7,4,2.93,2.9,3.0050000000000003,2.9030000000000005,3.0275555555555553,3.009573333333333,5.21,WR,,,,,,,,
Tommy Tremble,Tommy Tremble,4700,2.5,2.3400000000000003,2.9,2.68,4,1.88,3.26,1.4690000000000003,2.3777999999999997,2.600755555555556,2.4981973333333336,0.33,TE,,,,,,,,
Olamide Zaccheaus,Olamide Zaccheaus,5300,2.4,2.81,3.7,4.71,3.3,3.44,2.43,1.986,3.1212000000000004,3.0996888888888896,2.957289333333333,0,WR,,,,,,,,
Joshua Palmer,Joshua Palmer,4600,2.3,2.66,2.3,2.3,3.7,1.46,2.91,2.441,2.4001999999999994,2.4967999999999995,2.487776,3.24,WR,,,,,,,,
Daniel Bellinger,Daniel Bellinger,4500,2.3,2.7600000000000002,1.9,4.39,1.9,4.16,1.39,1.3319999999999999,2.5364000000000004,2.5187111111111116,2.419198666666667,0,TE,,,,,,,,
Sione Vaki,Sione Vaki,4100,2.3,0.77,1.3,2.3,2.1,0.39,1.99,1.922,1.7184000000000001,1.643377777777778,1.6342586666666665,0,RB,,,,,,,,
Elic Ayomanor,Elic Ayomanor,5000,2.3,3.5000000000000004,2.7,7.88,2.5,2.42,2.01,2.122,3.7003999999999997,3.2369333333333326,3.112552,0.36,WR,,,,,,,,
Zachariah Branch,Zachariah Branch,4700,2.3,2.7,2.2,4.77,3,2.19,2.35,2.584,2.9107999999999996,2.778311111111111,2.7200706666666665,0,WR,,,,,,,,
Josh Oliver,Josh Oliver,4200,2.2,2.2300000000000004,2,3.34,2.9,2.02,2.42,1.2710000000000001,2.2082,2.287688888888889,2.2009493333333334,0.12,TE,,,,,,,,
Erick All Jr.,Erick All,4700,2.1,2.7500000000000004,1.7,3.65,3.5,2.47,3.06,2.1,2.46,2.6433333333333335,2.5741,0,TE,,,,,,,,
Ray Davis,Ray Davis,4600,2.1,3.06,2.4,2.1,3.2,4.42,2.8,2.995,2.531,2.845111111111111,2.821346666666667,0.19,RB,,,,,,,,
Treylon Burks,Treylon Burks,5500,2.1,2.13,2.1,2.87,2.6,1.4,2.05,1.7360000000000002,2.1872,2.1303555555555556,2.0951693333333337,0,WR,,,,,,,,
Colbie Young,Colbie Young,4100,2.1,2.12,1.9,2.1,2.4,2.24,2.13,0.5940000000000001,1.7628,1.9274222222222224,1.8535973333333333,0,WR,,,,,,,,
Hollywood Brown,Hollywood Brown,5100,2,3.75,2,2,2.6,2.88,1.97,1.166,2.1832000000000003,2.283244444444444,2.2802826666666665,0,WR,,,,,,,,
Elijah Higgins,Elijah Higgins,4200,2,2.45,2.5,2.2,2.4,2.2,1.89,0.9830000000000001,2.0266,2.0721777777777777,2.015674666666667,0.02,TE,,,,,,,,
Malik Benson,Malik Benson,4500,2,3.2300000000000004,1.5,7.34,3,0.88,2.46,1.3940000000000001,3.0928,2.7663111111111114,2.6465306666666666,0,WR,,,,,,,,
Drew Sample,Drew Sample,4600,1.9,1.9100000000000001,1.8,1.9,1.6,1.73,1.35,1.3290000000000002,1.7678,1.6985333333333332,1.693264,0.09,TE,,,,,,,,
Austin Hooper,Austin Hooper,4200,1.7,2.4400000000000004,2.7,2.87,1.7,1.86,1.27,1.116,2.1652,1.980133333333333,1.9354760000000002,0,TE,,,,,,,,
Ian Thomas,Ian Thomas,4100,1.7,3.02,7.2,1.7,1.7,1.63,1.29,1.7,3.0639999999999996,2.5559999999999996,2.5205200000000003,0,TE,,,,,,,,
Ollie Gordon II,Ollie Gordon,5200,1.7,1.8,1.8,1.7,1.8,2.1,1.77,1.2080000000000002,1.6416,1.7244000000000002,1.6924080000000001,0.87,RB,,,,,,,,
Seth McGowan,Seth McGowan,4800,1.6,2.1700000000000004,3.4,1.6,1.7,1.98,1.41,1.725,2.0989999999999998,1.9648888888888887,1.9514533333333337,0,RB,,,,,,,,
Chimere Dike,Chimere Dike,4700,1.6,3.24,1.6,8.2,2,2.97,1.59,2.0580000000000003,3.3396,2.955288888888889,2.817181333333334,0.03,WR,,,,,,,,
Devontez Walker,Devontez Walker,4500,1.6,1.6,1.5,3.93,1.5,0,1.16,1.47,2.0200000000000005,1.6422222222222222,1.6192333333333337,0,WR,,,,,,,,
Brock Wright,Brock Wright,4500,1.5,2.43,1.8,6.95,1.9,2.12,1.5,1.245,2.785,2.47,2.3157,0.04,TE,,,,,,,,
Jimmy Horn Jr.,Jimmy Horn,4100,1.5,1.7200000000000002,1.8,1.5,2.7,1.24,2.1,1.5,1.6039999999999999,1.7404444444444445,1.7069866666666669,0,WR,,,,,,,,
Zavion Thomas,Zavion Thomas,4300,1.5,2.77,0.4,4.96,2.2,2.58,1.62,0.9410000000000001,2.1142,2.1205777777777772,2.0243626666666668,0,WR,,,,,,,,
Foster Moreau,Foster Moreau,4400,1.4,0.83,1.7,1.4,2.2,0.59,1.5,1.049,1.2757999999999998,1.3272000000000002,1.2745039999999999,0,TE,,,,,,,,
John Bates,John Bates,4300,1.4,1.7600000000000002,1.1,1.93,1.8,1.47,1.33,0.15500000000000003,1.269,1.357111111111111,1.2948866666666663,0.02,TE,,,,,,,,
Isaiah Williams,Isaiah Williams,4200,1.4,1.73,2.5,4.22,3.6,2.66,2.81,0.795,2.129,2.4271111111111114,2.206386666666667,0,WR,,,,,,,,
Will Kacmarek,Will Kacmarek,4000,1.4,2.64,1.6,4.03,1.6,3.04,1.08,0.6910000000000001,2.0722000000000005,2.0170222222222227,1.918769333333334,0,TE,,,,,,,,
Ashton Dulin,Ashton Dulin,4300,1.3,2.66,1.8,4.7,2.5,1.95,2.17,1.6849999999999998,2.4290000000000003,2.3548888888888886,2.2666533333333336,0,WR,,,,,,,,
Jackson Hawes,Jackson Hawes,4200,1.3,1.6300000000000001,1.3,1.3,1.7,1.56,1.34,0.8210000000000001,1.2702,1.357911111111111,1.3312426666666666,0.03,TE,,,,,,,,
Mo Alie-Cox,Mo Alie-Cox,4100,1.2,1.2400000000000002,2.5,1.2,1.9,0.98,1.6,0.836,1.3952000000000002,1.4279111111111114,1.3710426666666669,0,TE,,,,,,,,
Hunter Long,Hunter Long,4200,1.2,0.54,0.4,1.2,1,0,0.78,0.063,0.6806,0.6515111111111112,0.6267946666666667,0,TE,,,,,,,,
Ben Sinnott,Ben Sinnott,4400,1.2,0.9000000000000001,0.3,1.2,1.7,0.8,1.18,0.873,0.8946,1.005288888888889,0.9867813333333334,0.01,TE,,,,,,,,
Mitchell Evans,Mitchell Evans,4200,1.2,0.94,2.2,1.2,2.2,0.88,1.75,0.7530000000000001,1.2586,1.3757333333333335,1.2991679999999999,0.06,TE,,,,,,,,
DJ Giddens,DJ Giddens,4500,1.2,1.2,0.4,1.2,0.9,0,0.8,0.28300000000000003,0.8566,0.7599555555555556,0.7761413333333333,0,RB,,,,,,,,
Jahdae Walker,Jahdae Walker,4500,1.2,2.46,4,5.47,1.1,1.66,0.94,0.8200000000000001,2.79,2.271111111111111,2.136766666666667,0,WR,,,,,,,,
John Metchie III,John Metchie,4600,1.1,1.1,4.1,1.1,1,0,0.88,0.42300000000000004,1.5646,1.2519555555555557,1.2023813333333333,0,WR,,,,,,,,
Rasheen Ali,Rasheen Ali,4200,1.1,0.6300000000000001,0.6,1.1,2.2,0.24,1.98,1.0670000000000002,0.8994,1.0907111111111112,1.057138666666667,0,RB,,,,,,,,
Ja'Tavion Sanders,JaTavion Sanders,4600,1.1,1.1,2.2,1.1,1.1,0,0,0.532,1.2064,0.9264888888888889,0.9149653333333333,0,TE,,,,,,,,
LeQuint Allen Jr.,LeQuint Allen,4900,1.1,1.2200000000000002,1.9,1.9,2.1,2.2,1.69,1.1,1.4440000000000002,1.6282222222222225,1.5336533333333335,0,RB,,,,,,,,
Brenen Thompson,Brenen Thompson,4300,1.1,1.8200000000000003,2,1.1,2,1.07,1.75,1.7850000000000001,1.561,1.5762222222222222,1.5874133333333336,0,WR,,,,,,,,
Elijah Sarratt,Elijah Sarratt,4500,1.1,1.1,1,1.1,1.8,0,1.38,0.43500000000000005,0.9470000000000003,0.9846666666666669,0.9595600000000001,0,WR,,,,,,,,
Josh Whyle,Josh Whyle,4300,1,0.9299999999999999,0.8,1,1.2,1.56,0.95,0.756,0.8972,1.0103555555555555,0.9800693333333332,0,TE,,,,,,,,
AJ Dillon,AJ Dillon,4000,1,0.8200000000000001,1,1.42,1.3,0.37,1.14,0.938,1.0356,1.0026222222222223,0.9852613333333332,0,RB,,,,,,,,
Bam Knight,Bam Knight,4000,1,0.33999999999999997,1,1,1.3,0,0.85,0.722,0.8123999999999999,0.7804888888888889,0.7552453333333333,0,RB,,,,,,,,
Cade Stover,Cade Stover,4200,1,1.6300000000000001,0.5,1,0.7,1.3,0.57,0.19,0.8640000000000001,0.8615555555555556,0.8674533333333335,0.59,TE,,,,,,,,
Marlin Klein,Marlin Klein,4000,1,2.17,1,3.71,0.5,1.99,0.42,1,1.7759999999999998,1.5073333333333332,1.47878,0,TE,,,,,,,,
Johnny Mundt,Johnny Mundt,4000,0.9,1.15,0.4,0.9,1.7,1.48,1.39,0.9850000000000001,0.867,1.0857777777777775,1.0648266666666668,0,TE,,,,,,,,
Kevin Austin Jr.,Kevin Austin,4100,0.9,0.33999999999999997,0,0.9,1.6,0.83,1.37,0.9,0.608,0.8275555555555556,0.7947733333333334,0,WR,,,,,,,,
Bo Melton,Bo Melton,4400,0.9,0.21000000000000002,0.9,0.9,0.9,0.36,0.73,0.9,0.762,0.7291111111111113,0.7136266666666667,0,WR,,,,,,,,
Nate Boerkircher,Nate Boerkircher,4500,0.9,1.06,0.9,2.53,1.7,1.16,1.08,1.392,1.3564,1.3420444444444444,1.290598666666667,0,TE,,,,,,,,
Isaiah Bond,Isaiah Bond,4600,0.9,2.5500000000000003,1.9,4.29,2,1.64,1.47,1.139,2.1558,2.004977777777778,1.917070666666667,0,WR,,,,,,,,
Durham Smythe,Durham Smythe,4100,0.8,0.8900000000000001,1.8,0.8,1.5,0.67,1.14,0.823,1.0226,1.0495111111111113,1.0145546666666667,0,TE,,,,,,,,
Will Shipley,Will Shipley,4100,0.8,1.05,0.6,0.8,1.1,1.06,0.91,1.0110000000000001,0.8522000000000001,0.9092444444444445,0.9152026666666667,0.02,RB,,,,,,,,
Tai Felton,Tai Felton,4300,0.8,0.8699999999999999,1.1,2.58,1.1,1.47,0.94,1.3630000000000002,1.3426,1.2850666666666666,1.230888,0.01,WR,,,,,,,,
Jeremy Ruckert,Jeremy Ruckert,4200,0.7,1.07,0.3,3.03,0.9,0.76,0.72,0.395,1.0989999999999998,0.9971111111111112,0.9346866666666668,0.13,TE,,,,,,,,
KeAndre Lambert-Smith,KeAndre Lambert-Smith,4200,0.7,0.59,0,0.7,1.2,0.76,1.1,0.8500000000000001,0.568,0.7186666666666667,0.7120400000000001,0.03,WR,,,,,,,,
Tahj Brooks,Tahj Brooks,4100,0.7,0.73,0.4,0.7,0.5,1.07,0.47,0.793,0.6646000000000001,0.6697333333333334,0.6790480000000001,0,RB,,,,,,,,
Kaytron Allen,Kaytron Allen,4700,0.7,1.59,0.7,0.7,1.2,0.9,0.97,1.6989999999999998,1.0778,1.0596444444444444,1.1169306666666667,0,RB,,,,,,,,
Tanner Koziol,Tanner Koziol,4300,0.7,0.7,0.7,0.7,1.3,0,0.99,0.22000000000000003,0.604,0.6571111111111111,0.6317866666666667,0,TE,,,,,,,,
Demond Claiborne,Demond Claiborne,4000,0.7,0.8500000000000001,0.7,0.7,0.8,0.82,0.72,0.6060000000000001,0.7112,0.7341333333333333,0.730056,0,RB,,,,,,,,
Kevin Coleman Jr.,Kevin Coleman,4000,0.7,1.9900000000000002,0.5,0.7,0.3,2.11,0.21,0.7,0.9180000000000001,0.9031111111111111,0.9431066666666668,0,WR,,,,,,,,
Charlie Woerner,Charlie Woerner,4100,0.6,0.96,1.9,2.41,0.2,0.53,0.21,0.366,1.2471999999999999,0.935911111111111,0.8865026666666667,0.09,TE,,,,,,,,
Payne Durham,Payne Durham,4100,0.6,0.61,0.7,0.6,1,0.62,0.84,0.521,0.6062,0.6774666666666667,0.657456,0.69,TE,,,,,,,,
Luke McCaffrey,Luke McCaffrey,4600,0.6,0.6799999999999999,0.6,3.6,2.1,0,1.53,1.4060000000000001,1.3772000000000002,1.3214666666666668,1.2361360000000001,0,WR,,,,,,,,
Josh Cuevas,Josh Cuevas,4000,0.6,0.5,0,0.6,0.6,0.7,0.21,0.14,0.36800000000000005,0.4131111111111111,0.39890666666666674,0,TE,,,,,,,,
Alec Ingold,Alec Ingold,4100,0.5,0.55,0.5,0.5,0.5,0.64,0.47,0.513,0.5126,0.5206222222222222,0.5200213333333333,0,RB,,,,,,,,
Blake Whiteheart,Blake Whiteheart,4200,0.5,0.8,1.6,0.5,0.7,0.99,0.57,0.10700000000000001,0.7014000000000001,0.7187111111111113,0.6764986666666667,0,TE,,,,,,,,
Elijah Moore,Elijah Moore,5000,0.5,0.17,0,0.5,0.5,0.23,0.36,0.11800000000000002,0.2576,0.2928444444444444,0.27835466666666664,0,WR,,,,,,,,
Dyami Brown,Dyami Brown,4600,0.5,1.07,0,0.5,0.5,0,0,1.183,0.6506000000000001,0.4892888888888889,0.5658613333333334,0,WR,,,,,,,,
Eli Stowers,Eli Stowers,4300,0.5,0.5,0,0.5,0.5,0,0,0.5,0.4,0.3222222222222222,0.3453333333333333,0,TE,,,,,,,,
Raheim Sanders,Raheim Sanders,4300,0.5,0.43000000000000005,0.9,0.5,0.4,0.1,0.41,0.6890000000000001,0.6038,0.5036444444444445,0.5154106666666667,0,RB,,,,,,,,
Dohnte Meyers,Dohnte Meyers,4000,0.5,0.4800000000000001,0.5,0.5,1.4,0.47,1.09,1.4000000000000001,0.6759999999999999,0.7795555555555556,0.7842133333333334,0,WR,,,,,,,,
Ameer Abdullah,Ameer Abdullah,4300,0.4,0.8400000000000001,2.1,0.4,0.4,0.26,0,0.325,0.8130000000000001,0.6153333333333334,0.60664,0,RB,,,,,,,,
Laquon Treadwell,Laquon Treadwell,4000,0.4,0.97,0.4,0.4,0.9,0,0.82,0.497,0.5334,0.5467111111111111,0.5658586666666666,0,WR,,,,,,,,
Kylen Granson,Kylen Granson,4000,0.4,0.41000000000000003,0.5,0.4,0.5,0.15,0.36,0.29200000000000004,0.4004,0.37915555555555547,0.3760853333333333,0,TE,,,,,,,,
Brycen Tremayne,Brycen Tremayne,4000,0.4,0.37,0.8,2.04,0.4,0.01,0.21,0.4,0.8020000000000002,0.6035555555555557,0.5608933333333335,0,WR,,,,,,,,
Connor Heyward,Connor Heyward,4000,0.4,2.38,7.5,3.25,0.1,0.82,0.31,0.618,2.8296,2.023066666666667,1.9163479999999997,0,RB,,,,,,,,
British Brooks,British Brooks,4000,0.4,0.33000000000000007,0.4,0.4,0.6,0.15,0.5,0.138,0.3336,0.36128888888888894,0.3459013333333334,0,RB,,,,,,,,
Jalen Brooks,Jalen Brooks,4000,0.4,0.67,1.4,3.08,0.5,1.04,0.36,0.23399999999999999,1.1568,0.9823111111111111,0.8772506666666668,0,WR,,,,,,,,
Drew Ogletree,Drew Ogletree,4100,0.4,0.42999999999999994,0.4,0.4,0.1,0.37,0.63,0.08,0.34199999999999997,0.3502222222222222,0.34789333333333333,0,TE,,,,,,,,
Josh Cameron,Josh Cameron,4000,0.4,0.39,0.4,0.4,0.4,0.37,0.88,0.4,0.39799999999999996,0.4486666666666666,0.44684,0,WR,,,,,,,,
Kaden Wetjen,Kaden Wetjen,4000,0.4,0.07,0,0.4,0.4,0.12,0.57,0.315,0.23700000000000002,0.2791111111111111,0.2744266666666667,0,WR,,,,,,,,
Carsen Ryan,Carsen Ryan,4000,0.4,0.18,0.4,0.4,0.2,0.15,0.21,0.4,0.35600000000000004,0.2995555555555555,0.3040133333333334,0,TE,,,,,,,,
Dareke Young,Dareke Young,4100,0.4,1.06,1.5,0.4,0.3,0.88,0.21,0.4,0.752,0.6557777777777778,0.6574266666666667,0,WR,,,,,,,,
Dylan Laube,Dylan Laube,4300,0.4,0.5700000000000001,1.9,1.24,1.2,0.31,0.98,0.7650000000000001,0.975,0.9266666666666666,0.8726000000000002,0,RB,,,,,,,,
Darius Cooper,Darius Cooper,4200,0.4,0.30000000000000004,0,0.4,0.4,0.43,0,0.711,0.36219999999999997,0.3336888888888889,0.35066933333333333,0,WR,,,,,,,,
Michael Burton,Michael Burton,4000,0.3,1.0200000000000002,0.3,0.3,0.3,0,0.15,0.3,0.44400000000000006,0.346,0.38472000000000006,0,RB,,,,,,,,
Ben Skowronek,Ben Skowronek,4100,0.3,0.8200000000000001,0.3,3.36,0.5,0.16,0.36,0.5830000000000001,1.0726,0.8284,0.7752880000000002,0,WR,,,,,,,,
Robert Tonyan,Robert Tonyan,4000,0.3,0.03,0.1,0.3,0.2,0.06,0.21,0.3,0.20600000000000002,0.18955555555555556,0.19121333333333335,0,TE,,,,,,,,
Quintin Morris,Quintin Morris,4000,0.3,0.15000000000000002,0.2,0.3,0.3,0.38,0.42,0.22299999999999998,0.2346,0.27862222222222216,0.2681813333333333,0,TE,,,,,,,,
Tay Martin,Tay Martin,4000,0.3,0.18,0.2,0.3,1.8,0.1,0.3,0.08600000000000001,0.2132,0.3865777777777778,0.32728266666666667,0,WR,,,,,,,,
Roschon Johnson,Roschon Johnson,4200,0.3,1.12,0,0.3,0.2,0.25,0.16,0.8220000000000001,0.5084000000000001,0.40671111111111113,0.4744586666666668,0,RB,,,,,,,,
