Player,POS,Team,Opp,Proj,Prop,Metric,Proj Diff,L5 Avg,L5 Diff,L10 Avg,L10 Diff,Odds,Streak,Matchup,2025,2026,H2H,L5,L10,L20,Probability,Weighted Score,Total Odds,$10 Bet Payout,Parlay Probability,Avg Rating,Custom Sheet
Lamar Jackson,QB,BAL,NO,0.36,1,Anytime Touchdown,-0.64,0.4,-0.6,0.2,-0.8,182,1,16,0.15384615384615385,1,1,0.4,0.2,0.21428571428571427,0.3546099290780142,5.984609929078014,,,,,
CeeDee Lamb,WR,DAL,WAS,0.59,1,Anytime Touchdown,-0.41000000000000003,0.2,-0.8,0.3,-0.7,109,1,14,0.23076923076923078,1,0.3333333333333333,0.2,0.3,0.2857142857142857,0.4784688995215311,5.943135566188198,,,,,
Deebo Samuel Sr,WR,,MIA,43.76,32.5,Receiving Yards,11.259999999999998,,,,,-113,,9,,,,,,,0.5305164319248826,5.934516431924883,,,,,
Kirk Cousins,QB,LV,LAC,198.8,193,Passing Yards,5.800000000000011,207.2,14.2,185.2,-7.8,-113,0,18,0.4,0,0,0.4,0.4,0.36363636363636365,0.5305164319248826,5.926516431924888,,,,,
Chuba Hubbard,RB,CAR,ATL,0.59,1,Anytime Touchdown,-0.41000000000000003,0.8,-0.2,0.5,-0.5,-123,2,9,0.3125,1,1,0.4,0.3,0.35294117647058826,0.5515695067264574,5.919569506726457,,,,,
Christian McCaffrey,RB,SF,MIA,4.66,4.5,Receptions,0.16000000000000014,5.2,0.7,4.9,0.4,-136,4,29,0.7894736842105263,1,1,0.8,0.7,0.8,0.576271186440678,5.892271186440678,,,,,
Bucky Irving,RB,TB,CLE,0.63,1,Anytime Touchdown,-0.37,0.2,-0.8,0.4,-0.6,-133,1,12,0.4,1,1,0.2,0.4,0.45454545454545453,0.5708154506437768,5.886815450643777,,,,,
Parker Washington,WR,JAX,DEN,5.2,4.5,Receptions,0.7000000000000002,6.2,1.7,4.5,0,-117,5,3,0.4117647058823529,1,1,1,0.6,0.4444444444444444,0.5391705069124424,5.869170506912442,,,,,
Braelon Allen,RB,NYJ,GB,30.63,24.17,Rushing Yards,6.459999999999997,23.2,-0.97,23.2,-0.97,-112,3,19,0.5,1,1,0.6,0.6,0.6,0.5283018867924528,5.863901886792451,,,,,
Sam LaPorta,TE,DET,BUF,47.4,45.5,Receiving Yards,1.8999999999999986,53.6,8.1,53.7,8.2,-114,3,16,0.5555555555555556,1,1,0.8,0.6,0.6,0.5327102803738317,5.840710280373831,,,,,
Xavier Hutchinson,WR,HOU,CIN,3.11,2.5,Receptions,0.6099999999999999,3.2,0.7,2,-0.5,-132,2,13,0.3888888888888889,1,0.5,0.6,0.3,0.42105263157894735,0.5689655172413793,5.815965517241379,,,,,
Bijan Robinson,RB,ATL,CAR,41.87,42.5,Receiving Yards,-0.6300000000000026,61.6,19.1,44.7,2.2,-112,1,32,0.47058823529411764,1,1,0.6,0.4,0.5,0.5283018867924528,5.798301886792451,,,,,
Jalen Coker,WR,CAR,ATL,0.44,1,Anytime Touchdown,-0.56,0.8,-0.2,0.6,-0.4,280,3,8,0.3333333333333333,1,1,0.6,0.5,0.38461538461538464,0.2631578947368421,5.7791578947368425,,,,,
Cooper Kupp,WR,SEA,ARI,22.78,23.5,Receiving Yards,-0.7199999999999989,44.2,20.7,37.1,13.6,-114,5,16,0.8421052631578947,1,1,1,0.9,0.85,0.5327102803738317,5.766710280373832,,,,,
Cole Kmet,TE,CHI,MIN,0.21,1,Anytime Touchdown,-0.79,0.4,-0.6,0.3,-0.7,463,2,23,0.16666666666666666,1,1,0.4,0.3,0.21052631578947367,0.17761989342806395,5.749619893428065,,,,,
Kenyon Sadiq,TE,NYJ,GB,0.24,1,Anytime Touchdown,-0.76,1,0,1,0,500,1,25,,1,1,1,1,1,0.16666666666666666,5.742666666666667,,,,,
Devaughn Vele,WR,NO,BAL,4.06,3.5,Receptions,0.5599999999999996,5.2,1.7,3.2,-0.3,-120,2,11,0.2222222222222222,1,1,0.6,0.3,0.3,0.5454545454545454,5.7014545454545456,,,,,
Marvin Harrison Jr,WR,,SEA,46.42,35.17,Receiving Yards,11.25,,,,,-113,,6,,,,,,,0.5305164319248826,5.630516431924883,,,,,
Caleb Williams,QB,CHI,MIN,0.24,1,Anytime Touchdown,-0.76,0.4,-0.6,0.2,-0.8,324,1,24,0.21052631578947367,1,1,0.2,0.1,0.25,0.2358490566037736,5.6118490566037735,,,,,
Jeremiyah Love,RB,ARI,SEA,0.44000000000000006,1,Anytime Touchdown,-0.5599999999999999,1,0,1,0,182,1,11,,1,1,1,1,1,0.3546099290780142,5.610609929078015,,,,,
Matthew Golden,WR,GB,NYJ,60.67,48.83,Receiving Yards,11.840000000000003,39.8,-9.03,29.1,-19.73,-114,2,10,0.3333333333333333,1,0.5,0.4,0.3,0.375,0.5327102803738317,5.608110280373833,,,,,
Matthew Golden,WR,GB,NYJ,4.66,3.5,Receptions,1.1600000000000001,2.4,-1.1,2.1,-1.4,-155,2,10,0.26666666666666666,1,0.5,0.4,0.2,0.3125,0.6078431372549019,5.5708431372549025,,,,,
Pat Freiermuth,TE,PIT,NE,31.17,26.17,Receiving Yards,5,39.6,13.43,32.3,6.13,-114,1,2,0.5,1,1,0.6,0.5,0.5294117647058824,0.5327102803738317,5.566310280373831,,,,,
Bijan Robinson,RB,ATL,CAR,4.93,4.5,Receptions,0.4299999999999997,6.2,1.7,4.6,0.1,-152,1,32,0.5294117647058824,1,1,0.8,0.5,0.5555555555555556,0.6031746031746031,5.521174603174603,,,,,
DJ Moore,WR,BUF,DET,70.89,62.5,Receiving Yards,8.39,46.8,-15.7,47.7,-14.8,-119,1,31,0.3684210526315789,1,1,0.4,0.5,0.4,0.54337899543379,5.49537899543379,,,,,
T.J. Hockenson,TE,MIN,CHI,Not Found,1,Anytime Touchdown,-1,0.4,-0.6,0.3,-0.7,340,1,14,0.2,1,0.5,0.4,0.3,0.25,0.22727272727272727,5.490272727272727,,,,,
Jonathan Taylor,RB,IND,KC,0.83,1,Anytime Touchdown,-0.17000000000000004,0.8,-0.2,0.8,-0.2,-153,1,6,0.5882352941176471,1,1,0.6,0.5,0.6111111111111112,0.6047430830039525,5.4807430830039525,,,,,
Mike Evans,WR,SF,MIA,0.57,1,Anytime Touchdown,-0.43000000000000005,0.6,-0.4,0.444,-0.556,138,1,9,0.375,1,1,0.6,0.4444444444444444,0.4444444444444444,0.42016806722689076,5.465048067226891,,,,,
Christian Watson,WR,GB,NYJ,64.35,60.17,Receiving Yards,4.179999999999993,68.4,8.23,65.1,4.93,-114,1,10,0.36363636363636365,1,0.5,0.4,0.4,0.4166666666666667,0.5327102803738317,5.463310280373829,,,,,
Ladd McConkey,WR,LAC,LV,Not Found,1,Anytime Touchdown,-1,0.4,-0.6,0.4,-0.6,173,1,12,0.35294117647058826,1,1,0.4,0.4,0.3888888888888889,0.3663003663003663,5.456300366300367,,,,,
Tony Pollard,RB,TEN,PHI,58.81,57.5,Rushing + Receiving Yards,1.3100000000000023,74.8,17.3,69.3,11.8,-115,0,13,0.5294117647058824,0,0,0.6,0.5,0.5,0.5348837209302325,5.342883720930233,,,,,
Brenton Strange,TE,JAX,DEN,0.29,1,Anytime Touchdown,-0.71,0.6,-0.4,0.4,-0.6,275,1,20,0.23076923076923078,1,1,0.6,0.4,0.2857142857142857,0.26666666666666666,5.298666666666667,,,,,
Tyquan Thornton,WR,KC,IND,19.53,14.5,Receiving Yards,5.030000000000001,13.2,-1.3,26.7,12.2,-114,0,26,0.6666666666666666,0,0.5,0.4,0.5,0.6153846153846154,0.5327102803738317,5.295710280373831,,,,,
Garrett Wilson,WR,NYJ,GB,72.36,62.83,Receiving Yards,9.530000000000001,49,-13.83,59.25,-3.58,-113,1,20,0.5714285714285714,1,1,0.6,0.625,0.625,0.5305164319248826,5.2559164319248834,,,,,
Mike Gesicki,TE,CIN,HOU,2.99,2.5,Receptions,0.4900000000000002,2.6,0.1,2.8,0.3,4,1,27,0.3333333333333333,1,1,0.4,0.4,0.38461538461538464,0.9615384615384616,5.235538461538462,,,,,
Cade Otton,TE,TB,CLE,28.54,27,Receiving Yards,1.5399999999999991,37.4,10.4,36.7,9.7,-114,0,18,0.5333333333333333,0,0,0.4,0.5,0.5,0.5327102803738317,5.194710280373831,,,,,
Isaiah Likely,TE,NYG,LAR,0.44,1,Anytime Touchdown,-0.56,0.6,-0.4,0.3,-0.7,263,1,8,0.08333333333333333,1,1,0.4,0.2,0.15384615384615385,0.27548209366391185,5.159482093663912,,,,,
Mason Taylor,TE,NYJ,GB,18.12,17.5,Receiving Yards,0.620000000000001,24.2,6.7,25.9,8.4,-115,0,25,0.7692307692307693,0,0,0.8,0.7,0.7142857142857143,0.5348837209302325,5.144883720930233,,,,,
Omarion Hampton,RB,LAC,LV,0.7899999999999999,1,Anytime Touchdown,-0.21000000000000008,0.6,-0.4,0.6,-0.4,-153,1,3,0.5,1,1,0.6,0.6,0.5454545454545454,0.6047430830039525,5.140743083003953,,,,,
Jacory Croskey-Merritt,RB,WAS,DAL,57.45,54.5,Rushing Yards,2.950000000000003,63.6,9.1,46.6,-7.9,-113,1,23,0.29411764705882354,1,0.3333333333333333,0.6,0.3,0.3333333333333333,0.5305164319248826,5.097183098591551,,,,,
Tyjae Spears,RB,TEN,PHI,24.55,17.83,Rushing Yards,6.720000000000002,23.6,5.77,16.9,-0.93,-114,0,13,0.6153846153846154,0,0,0.6,0.5,0.5714285714285714,0.5327102803738317,5.097110280373832,,,,,
Stefon Diggs,WR,WAS,DAL,0.4,1,Anytime Touchdown,-0.6,0.4,-0.6,0.3,-0.7,216,1,7,0.23809523809523808,1,1,0.4,0.3,0.3,0.31645569620253167,5.064455696202532,,,,,
DeVonta Smith,WR,PHI,TEN,71.19,60.5,Receiving Yards,10.689999999999998,48.4,-12.1,47.4,-13.1,-114,0,17,0.3333333333333333,0,0,0.2,0.2,0.3157894736842105,0.5327102803738317,5.042710280373831,,,,,
Emari Demercado,RB,DAL,WAS,14.88,10.5,Rushing Yards,4.380000000000001,15.6,5.1,31.1,20.6,-114,0,8,0.5,0,0,0.6,0.6,0.46153846153846156,0.5327102803738317,5.024710280373832,,,,,
D'Andre Swift,RB,CHI,MIN,0.74,1,Anytime Touchdown,-0.26,1.2,0.2,0.9,-0.1,-139,1,1,0.5,1,1,0.6,0.5,0.5263157894736842,0.5815899581589958,4.9635899581589955,,,,,
Jayden Reed,WR,GB,NYJ,41.84,36.5,Receiving Yards,5.340000000000003,38.8,2.3,38.571,2.071,-113,0,10,0.6666666666666666,0,0,0.6,0.5714285714285714,0.5714285714285714,0.5305164319248826,4.955936431924884,,,,,
Dontayvion Wicks,WR,PHI,TEN,0.25,1,Anytime Touchdown,-0.75,0.6,-0.4,0.3,-0.7,330,1,17,0.07692307692307693,1,0.5,0.4,0.2,0.14285714285714285,0.23255813953488372,4.915558139534884,,,,,
Joe Burrow,QB,CIN,HOU,1.72,1.5,Passing Touchdowns,0.21999999999999997,2,0.5,2,0.5,-119,0,32,0.625,0,0,0.6,0.5555555555555556,0.5555555555555556,0.54337899543379,4.90937899543379,,,,,
Trevor Lawrence,QB,JAX,DEN,1.56,1.5,Passing Touchdowns,0.06000000000000005,2.6,1.1,2.6,1.1,122,3,23,0.5,1,1,0.8,0.8,0.5263157894736842,0.45045045045045046,4.88045045045045,,,,,
Tee Higgins,WR,CIN,HOU,4.29,3.5,Receptions,0.79,4.4,0.9,4.4,0.9,-152,0,28,0.4666666666666667,0,0,0.6,0.6,0.4375,0.6031746031746031,4.845174603174604,,,,,
Dawson Knox,TE,BUF,DET,11.43,12.5,Receiving Yards,-1.0700000000000003,24.6,12.1,30.8,18.3,-114,0,31,0.8888888888888888,0,0.5,0.8,0.8,0.8421052631578947,0.5327102803738317,4.829710280373831,,,,,
DK Metcalf,WR,PIT,NE,4.81,3.5,Receptions,1.3099999999999996,4,0.5,3.8,0.3,-172,1,22,0.5,1,1,0.6,0.5,0.5294117647058824,0.6323529411764706,4.780352941176471,,,,,
De'Von Achane,RB,MIA,SF,27.44,26.5,Receiving Yards,0.9400000000000013,29.6,3.1,30.7,4.2,-115,2,18,0.5,1,1,0.6,0.6,0.5294117647058824,0.5348837209302325,4.772883720930233,,,,,
Wan'Dale Robinson,WR,TEN,PHI,4.65,4.5,Receptions,0.15000000000000036,6.2,1.7,6.2,1.7,115,2,23,0.6875,1,1,0.8,0.7,0.7058823529411765,0.46511627906976744,4.703116279069768,,,,,
Carnell Tate,WR,TEN,PHI,4.41,3.5,Receptions,0.9100000000000001,4,0.5,4,0.5,-135,1,23,,1,1,1,1,1,0.574468085106383,4.678468085106383,,,,,
Jaxon Smith-Njigba,WR,SEA,ARI,87.58,81.83,Receiving Yards,5.75,81,-0.83,80.1,-1.73,-114,1,16,0.75,1,0.5,0.6,0.6,0.75,0.5327102803738317,4.6581102803738315,,,,,
Kenyon Sadiq,TE,NYJ,GB,2.9,2.5,Receptions,0.3999999999999999,3,0.5,3,0.5,-109,1,25,,1,1,1,1,1,0.5215311004784688,4.621531100478469,,,,,
Harold Fannin Jr,TE,,TB,39.02,36.17,Receiving Yards,2.8500000000000014,,,,,-113,,29,,,,,,,0.5305164319248826,4.570516431924884,,,,,
Juwan Johnson,TE,NO,BAL,0.3,1,Anytime Touchdown,-0.7,0.2,-0.8,0.3,-0.7,328,1,13,0.17647058823529413,1,1,0.2,0.3,0.2222222222222222,0.2336448598130841,4.515644859813084,,,,,
Kyle Monangai,RB,CHI,MIN,0.39,1,Anytime Touchdown,-0.61,0.2,-0.8,0.3,-0.7,168,1,1,0.2631578947368421,1,1,0.2,0.3,0.3,0.373134328358209,4.491134328358209,,,,,
Jameson Williams,WR,DET,BUF,4.5,4.17,Receptions,0.33000000000000007,4.8,0.63,4.8,0.63,31,0,25,0.4117647058823529,0,0,0.6,0.6,0.3888888888888889,0.7633587786259542,4.488958778625954,,,,,
Jauan Jennings,WR,MIN,CHI,1.77,1.5,Receptions,0.27,1.8,0.3,3,1.5,-151,0,27,0.8823529411764706,0,0,0.6,0.8,0.8333333333333334,0.601593625498008,4.4875936254980076,,,,,
Rashee Rice,WR,KC,IND,4.61,4.5,Receptions,0.11000000000000032,5.8,1.3,6.111,1.611,-145,0,26,0.75,0,0.5,0.6,0.6666666666666666,0.6666666666666666,0.5918367346938775,4.441056734693878,,,,,
Rashid Shaheed,WR,SEA,ARI,32.01,24.5,Receiving Yards,7.509999999999998,16.8,-7.7,24,-0.5,-114,0,16,0.6666666666666666,0,0.6666666666666666,0.4,0.4,0.6,0.5327102803738317,4.402043613707165,,,,,
Greg Dulcich,TE,MIA,SF,24.29,23,Receiving Yards,1.2899999999999991,39.8,16.8,35.3,12.3,-114,0,4,0.7777777777777778,0,0,0.8,0.7,0.7,0.5327102803738317,4.398710280373831,,,,,
Emeka Egbuka,WR,TB,CLE,4.75,3.5,Receptions,1.25,2.8,-0.7,3.4,-0.1,-149,1,30,0.5882352941176471,1,1,0.4,0.5,0.6111111111111112,0.5983935742971888,4.388393574297189,,,,,
DeMario Douglas,WR,NE,PIT,4.15,3.5,Receptions,0.6500000000000004,2.6,-0.9,2,-1.5,114,2,1,0.1,1,1,0.4,0.2,0.15,0.4672897196261682,4.369289719626169,,,,,
Rome Odunze,WR,CHI,MIN,4.01,2.5,Receptions,1.5099999999999998,2.2,-0.3,2.8,0.3,-131,0,32,0.5,0,0,0.2,0.3,0.4666666666666667,0.5670995670995671,4.353099567099568,,,,,
Devaughn Vele,WR,NO,BAL,0.27,1,Anytime Touchdown,-0.73,0.4,-0.6,0.3,-0.7,321,1,11,0.2222222222222222,1,1,0.4,0.3,0.3,0.2375296912114014,4.333529691211401,,,,,
Rachaad White,RB,WAS,DAL,15.48,11.5,Receiving Yards,3.9800000000000004,10.2,-1.3,10.6,-0.9,-114,0,23,0.47058823529411764,0,0.5,0.4,0.4,0.4444444444444444,0.5327102803738317,4.313710280373832,,,,,
Chris Godwin Jr,WR,,CLE,49.44,47.5,Receiving Yards,1.9399999999999977,,,,,-113,,30,,,,,,,0.5305164319248826,4.306516431924882,,,,,
Cam Ward,QB,TEN,PHI,1.1,0.5,Passing Touchdowns,0.6000000000000001,1.4,0.9,1.1,0.6,-190,1,19,0.6470588235294118,1,1,0.8,0.7,0.6666666666666666,0.6551724137931034,4.271172413793104,,,,,
Jahmyr Gibbs,RB,DET,BUF,94.95,87.17,Rushing Yards,7.780000000000001,63.4,-23.77,82.8,-4.37,-120,1,27,0.29411764705882354,1,1,0.2,0.3,0.3333333333333333,0.5454545454545454,4.249054545454545,,,,,
Jordan Mason,RB,MIN,Not Found,Not Found,1,Anytime Touchdown,-1,0.4,-0.6,0.3,-0.7,191,1,0,0.3125,1,0.3333333333333333,0.4,0.3,0.35294117647058826,0.3436426116838488,4.198309278350515,,,,,
Xavier Worthy,WR,KC,IND,42.05,37.5,Receiving Yards,4.549999999999997,29.8,-7.7,37,-0.5,-111,0,26,0.5,0,0,0.4,0.5,0.4666666666666667,0.5260663507109005,4.1780663507109,,,,,
Adonai Mitchell,WR,NYJ,GB,2.96,2.5,Receptions,0.45999999999999996,3,0.5,2.8,0.3,-134,1,20,0.3125,1,0.3333333333333333,0.8,0.5,0.35294117647058826,0.5726495726495726,4.153316239316239,,,,,
Chris Bell,WR,MIA,SF,23.4,20.5,Receiving Yards,2.8999999999999986,25,4.5,25,4.5,-115,1,5,,1,1,1,1,1,0.5348837209302325,4.114883720930232,,,,,
Demarcus Robinson,WR,SF,MIA,0.26,1,Anytime Touchdown,-0.74,0.4,-0.6,0.3,-0.7,301,1,9,0.125,1,0.3333333333333333,0.4,0.3,0.17647058823529413,0.24937655860349128,4.108043225270158,,,,,
Aaron Jones Sr,RB,,CHI,64.44,62,Rushing Yards,2.4399999999999977,,,,,-112,,26,,,,,,,0.5283018867924528,4.104301886792452,,,,,
Joshua Palmer,WR,,DET,1.63,1.17,Receptions,0.45999999999999996,,,,,23,,31,,,,,,,0.8130081300813008,4.097008130081301,,,,,
Bijan Robinson,RB,ATL,CAR,80.43,83.5,Rushing Yards,-3.069999999999993,96,12.5,96.6,13.1,-113,0,32,0.47058823529411764,0,0,0.4,0.6,0.4444444444444444,0.5305164319248826,4.026516431924885,,,,,
Jadarian Price,RB,SEA,ARI,67.49,58.17,Rushing Yards,9.319999999999993,52,-6.17,52,-6.17,-113,0,5,,0,0,0,0,0,0.5305164319248826,4.01811643192488,,,,,
Brenton Strange,TE,JAX,DEN,33.2,33,Receiving Yards,0.20000000000000284,35.4,2.4,39,6,-113,0,20,0.6153846153846154,0,0,0.6,0.5,0.5714285714285714,0.5305164319248826,3.9885164319248836,,,,,
De'Von Achane,RB,MIA,SF,95.02,87,Rushing + Receiving Yards,8.019999999999996,70.4,-16.6,91.4,4.4,-113,0,18,0.375,0,0,0.2,0.4,0.35294117647058826,0.5305164319248826,3.972516431924881,,,,,
Carson Wentz,QB,MIN,CHI,1.69,1.5,Passing Touchdowns,0.18999999999999995,1.4,-0.1,1.5,0,126,1,31,0.4,1,1,0.4,0.5,0.5,0.4424778761061947,3.9704778761061945,,,,,
Chris Godwin Jr,WR,,CLE,4.37,3.5,Receptions,0.8700000000000001,,,,,-152,,30,,,,,,,0.6031746031746031,3.951174603174603,,,,,
Devaughn Vele,WR,NO,BAL,39.42,40.5,Receiving Yards,-1.0799999999999983,61.6,21.1,36.2,-4.3,-114,2,11,0.2222222222222222,1,1,0.6,0.3,0.3,0.5327102803738317,3.8927102803738327,,,,,
Matthew Stafford,QB,LA,NYG,240.92,245,Passing Yards,-4.0800000000000125,270,25,296.8,51.8,-112,0,14,0.75,0,0.6666666666666666,0.8,0.8,0.7,0.5283018867924528,3.8896352201257813,,,,,
Rashee Rice,WR,KC,IND,51.9,54,Receiving Yards,-2.1000000000000014,67.4,13.4,65.556,11.556,-113,0,26,0.5,0,0,0.4,0.4444444444444444,0.4444444444444444,0.5305164319248826,3.8736364319248815,,,,,
Jonathan Taylor,RB,IND,KC,19.71,17,Receiving Yards,2.710000000000001,19.4,2.4,19.5,2.5,-115,1,6,0.5294117647058824,1,1,0.4,0.4,0.5555555555555556,0.5348837209302325,3.870883720930233,,,,,
Jared Goff,QB,DET,BUF,1.89,1.5,Passing Touchdowns,0.3899999999999999,2,0.5,1.9,0.4,-137,1,17,0.5882352941176471,1,1,0.6,0.6,0.6111111111111112,0.5780590717299579,3.8600590717299585,,,,,
Aaron Rodgers,QB,PIT,NE,210.75,208.17,Passing Yards,2.5800000000000125,219,10.83,199.7,-8.47,-114,1,10,0.47058823529411764,1,1,0.6,0.5,0.5,0.5327102803738317,3.846310280373837,,,,,
Davante Adams,WR,LA,NYG,4.46,3.5,Receptions,0.96,3.6,0.1,3.8,0.3,-137,0,18,0.8235294117647058,0,0.6666666666666666,0.6,0.7,0.7777777777777778,0.5780590717299579,3.829392405063291,,,,,
Evan Engram,TE,DEN,JAX,0.21,1,Anytime Touchdown,-0.79,0.2,-0.8,0.1,-0.9,390,1,7,0.05555555555555555,1,0.3333333333333333,0.2,0.1,0.10526315789473684,0.20408163265306123,3.812748299319728,,,,,
Malik Nabers,WR,NYG,LAR,5.73,5.5,Receptions,0.23000000000000043,4.8,-0.7,4.8,-0.7,-118,1,29,0.25,1,1,0.4,0.4,0.4,0.5412844036697247,3.8112844036697253,,,,,
Ja'Marr Chase,WR,CIN,HOU,75.53,76,Receiving Yards,-0.46999999999999886,81.8,5.8,79.5,3.5,-112,0,28,0.625,0,0,0.6,0.6,0.5882352941176471,0.5283018867924528,3.808301886792453,,,,,
Luther Burden,WR,,MIN,4.79,4.5,Receptions,0.29000000000000004,,,,,107,,32,,,,,,,0.4830917874396135,3.7990917874396137,,,,,
Malik Willis,QB,MIA,SF,0.27,1,Anytime Touchdown,-0.73,0.6,-0.4,0.6,-0.4,281,2,2,0.25,1,1,0.4,0.4,0.4,0.26246719160104987,3.78446719160105,,,,,
Brock Purdy,QB,SF,MIA,2.04,1.5,Passing Touchdowns,0.54,1.6,0.1,2.1,0.6,-196,1,15,0.6363636363636364,1,1,0.6,0.6,0.6666666666666666,0.6621621621621622,3.7681621621621626,,,,,
Patrick Mahomes,QB,KC,IND,1.78,1.5,Passing Touchdowns,0.28,1.2,-0.3,1.6,0.1,-113,1,28,0.35714285714285715,1,0.5,0.4,0.5,0.4,0.5305164319248826,3.7515164319248826,,,,,
Dak Prescott,QB,DAL,WAS,2.06,1.5,Passing Touchdowns,0.56,1.2,-0.3,1.6,0.1,-200,1,25,0.5882352941176471,1,0.6666666666666666,0.6,0.6,0.6111111111111112,0.6666666666666666,3.714,,,,,
Denzel Boston,WR,CLE,TB,0.29,1,Anytime Touchdown,-0.71,1,0,1,0,363,1,4,,1,1,1,1,1,0.2159827213822894,3.7119827213822894,,,,,
Bucky Irving,RB,TB,CLE,63.93,58.5,Rushing Yards,5.43,56,-2.5,59.6,1.1,-114,0,12,0.7,0,0,0.6,0.7,0.6363636363636364,0.5327102803738317,3.6947102803738323,,,,,
Jordan Addison,WR,MIN,CHI,41.03,35.5,Receiving Yards,5.530000000000001,20,-15.5,25.3,-10.2,-113,0,27,0.5,0,0,0.2,0.3,0.4666666666666667,0.5305164319248826,3.694516431924883,,,,,
Puka Nacua,WR,LA,NYG,6.8,6.5,Receptions,0.2999999999999998,7.8,1.3,7.8,1.3,-136,0,18,0.7368421052631579,0,0.3333333333333333,0.6,0.6,0.7,0.576271186440678,3.6869378531073442,,,,,
Deshaun Watson,QB,CLE,TB,1.1,0.5,Passing Touchdowns,0.6000000000000001,1,0.5,1,0.5,-194,1,13,,1,1,1,1,1,0.6598639455782312,3.6398639455782313,,,,,
Dawson Knox,TE,BUF,DET,1.08,1.5,Receptions,-0.41999999999999993,2.8,1.3,3,1.5,120,0,31,0.6666666666666666,0,0.5,0.8,0.8,0.631578947368421,0.45454545454545453,3.595545454545454,,,,,
Christian McCaffrey,RB,SF,MIA,0.99,1,Anytime Touchdown,-0.010000000000000009,0.6,-0.4,1.1,0.1,-239,0,29,0.6842105263157895,0,0.3333333333333333,0.4,0.7,0.65,0.7050147492625368,3.5916814159292034,,,,,
Khalil Shakir,WR,BUF,DET,3.82,4.5,Receptions,-0.6800000000000002,6.6,2.1,5,0.5,112,0,31,0.6111111111111112,0,0.5,0.6,0.5,0.5789473684210527,0.4716981132075472,3.562698113207547,,,,,
Jakobi Meyers,WR,JAX,DEN,0.26,1,Anytime Touchdown,-0.74,0.2,-0.8,0.4,-0.6,245,1,3,0.17647058823529413,1,1,0.2,0.4,0.2222222222222222,0.2898550724637681,3.5578550724637683,,,,,
Jahdae Walker,WR,CHI,MIN,0.06,1,Anytime Touchdown,-0.94,0.6,-0.4,0.429,-0.571,1000,2,32,0.3333333333333333,1,1,0.6,0.42857142857142855,0.42857142857142855,0.09090909090909091,3.531489090909091,,,,,
Roman Wilson,WR,PIT,NE,2.56,1.5,Receptions,1.06,1.2,-0.3,1.5,0,-133,1,22,0.3333333333333333,1,1,0.4,0.4,0.4,0.5708154506437768,3.5268154506437766,,,,,
AJ Barner,TE,SEA,ARI,22.46,20.5,Receiving Yards,1.9600000000000009,18.8,-1.7,27.5,7,-114,0,22,0.65,0,0.5,0.2,0.6,0.65,0.5327102803738317,3.517710280373832,,,,,
Travis Kelce,TE,KC,IND,4.27,3.5,Receptions,0.7699999999999996,3.8,0.3,4.2,0.7,-150,0,15,0.7058823529411765,0,0.6666666666666666,0.4,0.6,0.6666666666666666,0.6,3.497333333333333,,,,,
Harold Fannin Jr,TE,,TB,3.71,4.17,Receptions,-0.45999999999999996,,,,,32,,29,,,,,,,0.7575757575757576,3.473575757575758,,,,,
Travis Kelce,TE,KC,IND,45.34,42,Receiving Yards,3.3400000000000034,39,-3,44.8,2.8,-114,1,15,0.7058823529411765,1,0.6666666666666666,0.4,0.6,0.7222222222222222,0.5327102803738317,3.4700436137071664,,,,,
Keon Coleman,WR,BUF,DET,1.37,1.5,Receptions,-0.1299999999999999,1.4,-0.1,2,0.5,145,0,31,0.8571428571428571,0,0,0.4,0.7,0.8,0.40816326530612246,3.468163265306122,,,,,
Jayden Daniels,QB,WAS,DAL,1.5,1.5,Passing Touchdowns,0,1.2,-0.3,1.25,-0.25,132,1,27,0.2857142857142857,1,1,0.4,0.375,0.375,0.43103448275862066,3.4580344827586207,,,,,
Malik Washington,WR,MIA,SF,42.07,33,Receiving Yards,9.07,19.2,-13.8,23.5,-9.5,-114,1,5,0.17647058823529413,1,1,0.2,0.3,0.2222222222222222,0.5327102803738317,3.446710280373832,,,,,
Mike Evans,WR,SF,MIA,4.77,3.5,Receptions,1.2699999999999996,4.4,0.9,4,0.5,-125,1,9,0.625,1,1,0.6,0.6666666666666666,0.6666666666666666,0.5555555555555556,3.4315555555555557,,,,,
Saquon Barkley,RB,PHI,TEN,98.45,95.5,Rushing + Receiving Yards,2.950000000000003,93.4,-2.1,81,-14.5,-42,0,24,0.23529411764705882,0,0.5,0.4,0.3,0.2222222222222222,0.29577464788732394,3.4127746478873258,,,,,
Luther Burden,WR,,MIN,0.44999999999999996,1,Anytime Touchdown,-0.55,,,,,161,,32,,,,,,,0.3831417624521073,3.3631417624521074,,,,,
Caleb Douglas,WR,MIA,SF,3.86,2.5,Receptions,1.3599999999999999,5,2.5,5,2.5,-175,1,5,,1,1,1,1,1,0.6363636363636364,3.3603636363636364,,,,,
George Pickens,WR,DAL,WAS,68.71,63.83,Receiving Yards,4.8799999999999955,55.6,-8.23,77.2,13.37,-114,0,14,0.7058823529411765,0,0.3333333333333333,0.4,0.6,0.6666666666666666,0.5327102803738317,3.357776947040497,,,,,
